ticker,name,category,expense_ratio
FHQFX,Fidelity Series Treasury Bill Index Fund,Short-Term Treasury,0.0
ADP,Automatic Data Processing Inc,US Large Growth,0.0
FINSX,Fidelity Advisor New Insights I,** .9 US Large Growth / .1 Intl Large Growth **,0.0079
VWAGY,Volkswagen AG ADR,Intl Large Value,0.0
FIONX,Fidelity SAI International Index Fund,Intl Large Value,0.0004
GXC,SPDR® S&P China ETF,Emerging Large Blend,0.0059
fipdx,"Fidelity® Inflation-Prot Bd Idx InstlPrm(USD,FIPDX)",Inflation Protected,0.0005
ATEAX,Anchor Risk Mgd Equity Strategies Adv,US Large Growth,0.0196
FIREX,Fidelity International Real Estate,Intl Real Estate,0.0112
AZEMX,Alger Emerging Markets Z,Emerging Large Growth,0.0099
FISV,Fiserv Inc,US Large Growth,0.0
COWZ,Pacer US Cash Cows 100 ETF,US Mid Value,0.0049
SSIRX,Sierra Tactical Core Income Instl,Non-Traditional,0.0167
FITB,Fifth Third Bancorp,US Large Value,0.0
CAPMF,Capgemini SE,Intl Large Growth,0.0
FITZX,Franklin Federal Interm-Term T/F Inc Adv,Int-Term Inv. Grade,0.0046
JUPW,Jupiter Wellness Inc,US Micro,0.0
FIVE,FIVE BELOW,US Mid Growth,0.0
COHR,Coherent Corp,US Small Blend,0.0
FIZZ,National Beverage Corp,US Small Growth,0.0
RFITX,American Funds 2050 Trgt Date Retire R6,** 61 US Large Blend / 20 Intl Large Blend / 6 Emerging Large Blend / 8 Int-Term Inv. Grade / 5 Cash **,0.0037
BRDG,Bridge Investment Group Holdings Inc Ordinary Shares - Class A ,US Small Blend,0.0
FLMVX,JPMorgan Mid Cap Value L,US Mid Value,0.0075
RWMGX,American Funds Washington Mutual R6,** 90 US Large Value / 10 Intl Large Value **,0.0027
VBIMX,Vanguard Interm-Term Bond Index I,** 55 Int-Term Treasury / 45 Int-Term Inv. Grade **,0.0005
VSMPX,Vanguard Total Stock Mkt Idx Instl Pls,US Large Blend,0.0002
FKDNX,"Franklin DynaTech A(USD,FKDNX)",US Large Growth,0.0091
VSTSX,Vanguard Total Stock Mkt Idx Instl Sel,US Large Blend,0.0001
EWS,iShares MSCI Singapore ETF,Emerging Large Value,0.0051
RLY,SPDR SSgA Multi-Asset Real Return ETF,Non-Traditional,0.005
ESALF,Eisai Co Ltd,Intl Large Growth,0.0
BBSI,Barrett Business Services Inc,US Small Value,0.0
NDCVF,Nordic Semiconductor ASA,Intl Mid Growth,0.0
MTW,Manitowoc Co Inc,US Micro,0.0
OMEX,Odyssey Marine Exploration Inc,US Micro,0.0
PRPM,ProTek Capital Inc,US Micro,0.0
SOL,ReneSola Ltd ADR,US Small Growth,0.0
WBT,Welbilt Inc,US Small Growth,0.0
ADS,ALLIANCE DATA SYSTEM,US Mid Value,0.0
FKGRX,"Franklin Growth A(USD,FKGRX)",US Large Growth,0.0087
SBB,ProShares Short SmallCap600,Non-Traditional,0.0095
FICMX,Federated Hermes Government Income IS,** 85 Long-Term Inv. Grade / 15 Cash **,0.0064
XPEV,XPeng Inc ADR,Emerging Large Blend,0.0
RSVAX,Victory RS Value A,** 95 US Mid Value / 5 Intl Mid Value **,0.013
CTSFX,American Funds College 2027 529F1,** 25 US Large Value / 5 Intl Large Value / 60 Int-Term Inv. Grade / 10 Cash **,0.0069
FFCFX,American Funds College 2027 529-F-2,** 55 Int-Term Inv. Grade / 25 US Large Value / 10 Intl Large Value / 10 Cash **,0.0044
AFRM,Affirm Holdings Inc Ordinary Shares - Class A,US Large Growth,0.0
VLY,Valley National Bancorp,US Small Value,0.0
BHYRX,BlackRock High Yield Bond R,High Yield,0.0119
PACLX,T. Rowe Price Capital Appreciation Adv,** 70 US Large Blend / 20 High Yield / 10 Cash **,0.0099
FKINX,"Franklin Income A1(USD,FKINX)",** .55 Int-Term Inv. Grade / .35 US Large Value / .1 Intl Large Value **,0.0061
FLC,Flah&Crum Total Return Fund,** 45 Preferred Stock / 17 Long-Term Inv. Grade / 18 High Yield / 20 Non-Traditional **,0.0163
HABDX,Harbor Bond Institutional,Int-Term Inv. Grade,0.008
TEI,Templeton Emerging Markets Income Fund,** 92 World Bond / 8 Cash **,0.0114
GOF,Guggenheim Strategic Opp Fund,** 45 Int-Term Inv. Grade / 55 High Yield **,0.0183
ERC,Wells Fargo Multi-Sec Income,** 30 Int-Term Inv. Grade / 65 High Yield / 5 Cash **,0.0175
CMO.PRE,"Capstead Mortgage Corp. 7.50% Cumulative Redeemable Preferred Stock, Series E",Preferred Stock,0.0
ORMP,Oramed Pharmaceuticals Inc,US Micro,0.0
PZC,PIMCO CA Municipal Income III,Long-Term Inv. Grade,0.0168
BGT,BlackRock Floating Rate Inc Trust,High Yield,0.017
CRISX,CRM Small Cap Value Instl,US Small Value,0.0093
FKMCX,Fidelity Mid-Cap Stock K,US Mid Blend,0.0062
MIGKX,MFS Massachusetts Inv Gr Stk R4,** 90 US Large Growth / 5 Intl Large Growth / 5 Emerging Large Growth **,0.0046
LEXCX,Voya Corporate Leaders Trust B,** 90 US Large Value / 10 Intl Large Value **,0.0052
RLBGX,American Funds American Balanced R6,** 55 US Large Blend / 10 Intl Large Blend / 30 Int-Term Inv. Grade / 5 Cash **,0.0025
FKTFX,"Franklin CA Tax-Free Income A(USD,FKTFX)",Int-Term Inv. Grade,0.0058
DOXFX,Dodge & Cox International Stock X,** 95 Intl Large Value / 5 US Large Value **,0.0052
DOXGX,Dodge & Cox Stock X ,** 88 US Large Value / 12 Intl Large Value **,0.0041
FLCNX,Fidelity Contrafund K6,US Large Growth,0.0045
FKEMX,Fidelity Emerging Markets K,Emerging Large Growth,0.008
USMIX,USAA Extended Market Index,US Mid Blend,0.0042
VAC,Marriott Vacations Worldwide Corp,US Small Blend,0.0
GDS,GDS Holdings Ltd ADR,Emerging Large Blend,0.0
RIGL,Rigel Pharmaceuticals Inc,US Micro,0.0
TGLO,Thegloble.com Inc,US Micro,0.0
VMEO,Vimeo Inc,US Mid Growth,0.0
SAUFX,SA US Fixed Income Investor,** 90 Short-Term Treasury / 10 Short-Term Inv. Grade **,0.0063
SWKRX,Schwab Monthly Income Enh Payout,** 55 Int-Term Inv. Grade / 20 US Large Value / 15 Intl Large Growth / 5 Intl Real Estate / 5 Cash **,0.0036
FALN,iShares Fallen Angels USD Bond ETF,High Yield,0.0025
SAISX,SA International Small Company Investor,Intl Small Blend,0.0128
FLCPX,Fidelity SAI U.S. Large Cap Index Fund,US Large Blend,0.0002
SAMKX,SA US Core Market Investor,US Large Blend,0.009
SAUMX,SA US Small Company Investor,US Small Blend,0.0114
SABTX,SA US Value Investor,US Large Value,0.0095
CALM,Cal-Maine Foods Inc,US Small Blend,0.0
CNXC,Concentrix Corp Ordinary Shares,US Mid Growth,0.0
GLNG,Golar LNG Ltd,Emerging Small Blend,0.0
RES,RPC Inc,US Small Value,0.0
RUSMF,Russel Metals Inc,Intl Small Blend,0.0
BROAX,BlackRock Advantage International Inv A,Intl Large Blend,0.0075
SONY,Sony Group Corp ADR,Intl Large Blend,0.0
SNCR,Synchronoss Technologies Inc,US Micro,0.0
FLCSX,"Fidelity® Large Cap Stock(USD,FLCSX)",US Large Blend,0.0066
NBRWF,Nabors Industries Ltd,Emerging Small Value,0.0
FLNG,Flex LNG Ltd,Emerging Small Blend,0.0
OAS,Oasis Petroleum Inc Ordinary Shares - New,US Small Value,0.0
NPO,EnPro Industries Inc,US Small Blend,0.0
OVV,Ovintiv Inc,US Mid Blend,0.0
ETNMX,Eventide Multi-Asset Income N,** 40 US Mid Blend / 35 Int-Term Inv. Grade / 5 Intl Mid Blend / 5 High Yield / 10 Non-Traditional / 5 Cash **,0.0102
BMEZ,BlackRock Health Sciences Trust II,** 65 US Mid Growth / 15 Emerging Mid Growth / 20 Intl Mid Growth **,0.01
PCOK,Pacific Oak Strategic Opportunity REIT Inc Ordinary Shares,US Real Estate,0.0
DYFN,Angel Oak Dynamic Financial St Income,** 60 Int-Term Inv. Grade / 15 High Yield / 25 Cash **,0.0135
ARR+C,Armour Residential REIT 7% PFD Ser C,Preferred Stock,0.0
BHK,BlackRock Core Bond,** 75 Int-Term Inv. Grade / 25 High Yield **,0.009
FLGE,"Credit Suisse FI Large Cap Gr Enh ETN(USD,FLGE)",US Large Growth,0.0085
CCD,Calamos Dynamic Convertible and Income,** 10 High Yield / 5 US Large Value / 85 Non-Traditional **,0.025
CMO+E,Capstead Mortgage Corp 7.5% PFD Ser E,Preferred Stock,0.0
DLY,DoubleLine Yield Opportunities Fund,High Yield,0.0186
EFC,Ellington Financial Inc,US Real Estate,0.0
FPF,First Trust Inter Dur Pref & Income Fund,** 40 High Yield / 60 Non-Traditional **,0.0198
GSL+B,Global Ship Lease Inc 8.75% PFD Ser B,Preferred Stock,0.0
AGIN,American Graphite Technologies Inc,US Micro,0.0
JEPI,JPMorgan Equity Premium Income ETF,** 81 US Large Blend / 2 Intl Large Blend / 2 Cash / 15 Non-Traditional **,0.0035
GBAB,Guggenheim Tax Muni & Inv Grade Debt Tr,** 70 Long-Term Inv. Grade / 30 High Yield **,0.0127
HYB,New America High Income Fund,High Yield,0.0096
NSL,Nuveen Senior Income,** 10 Int-Term Inv. Grade / 90 High Yield **,0.0305
OCSL,Oaktree Specialty Lending Corp,US Small Value,0.0
FLKS,Flex Pharma Inc,US Micro,0.0
GHY,"PGIM Global High Yield Fund, Inc.",High Yield,0.0199
PGZ,Principal Real Estate Income,US Real Estate,0.0292
RC,Ready Capital Corp,US Real Estate,
TSLX,Sixth Street Specialty Lending Inc,US Small Value,0.0
SCM,Stellus Capital Investment Corp,US Micro,0.0
CWIAX,American Funds Capital World Gr&Inc 529A,** 45 US Large Blend / 45 Intl Large Blend / 10 Cash **,0.0078
TRIN,Trinity Capital Inc Ordinary Shares,US Small Value,0.0
TWO+B,Two Harbors Investment Corp 7.625% PFD Ser B,Preferred Stock,0.0
NUSI,Nationwide Risk-Managed Income ETF,US Large Growth,0.0068
IVOL,Quadratic Intrst Rt Vol & Infl H ETF,Int-Term Inv. Grade,0.0105
PSLDX,PIMO StocksPLUS Long Duration Instl,Non-Traditional,0.0061
FLOT,ishares Floating Rate,Bank Loans,0.002
ACRE,Ares Commercial Real Estate Corp,US Real Estate,0.0
ECCX,Eagle Point Credit Co LLC 6.6875% PFD,Preferred Stock,0.0
ECCW,Eagle Point Credit Co LLC 6.75% PFD,Preferred Stock,0.0
EARN,Ellington Residential Mortgage REIT,US Real Estate,0.0
MYRG,MYR Group Inc,US Small Blend,0.0
OXLCP,Oxford Lane Capital Corp 6.25% PFD,Preferred Stock,0.0
OXLCL,Oxford Lane Capital Corp 6.75% PFD,Preferred Stock,0.0
BCX,BlackRock Resources & Commdty,** 40 US Large Value / 60 Intl Large Value **,0.0109
CHIQ,Global X MSCI China Consumer Disc ETF,Emerging Large Growth,0.0065
CQQQ,Invesco China Technology ETF,Emerging Large Growth,0.007
PBD,Invesco Global Clean Energy ETF,** 75 Intl Mid Growth / 25 US Mid Growth **,0.0075
ADSK,AUTODESK INC,US Large Growth,0.0
FLPSX,"Fidelity® Low-Priced Stock(USD,FLPSX)",** 60 US Mid Value / 30 Intl Mid Value / 5 Emerging Mid Value / 5 Cash **,0.0082
AGCB,Altimeter Growth Corp 2 Ordinary Shares - Class A,US Small Growth,0.0
SILV,SilverCrest Metals Inc,Intl Small Blend,0.0
BILI,Bilibili Inc ADR,Emerging Large Blend,0.0
DIDI,DiDi Global Inc ADR,Emerging Mid Growth,0.0
EH,EHang Holdings Ltd ADR,Emerging Small Growth,0.0
FAGI,Full Alliance Group Inc,US Micro,0.0
LCID,Lucid Group Inc Shs,US Mid Growth,0.0
SOFI,SoFi Technologies Inc Ordinary Shares,US Mid Blend,0.0
CFLT,Confluent Inc Class A,US Large Growth,0.0
DOMO,Domo Inc,US Small Blend,0.0
RLFTF,Relief Therapeutics Holding AG,Intl Small Growth,0.0
FLR,Fluor Corp,US Mid Value,0.0
HACK,"ETFMG Prime Cyber Security ETF(USD,HACK)",** 85 US Mid Growth / 15 Intl Mid Growth **,0.006
BMOAX,iShares US Aggregate Bond Index Inv A,Int-Term Inv. Grade,0.0035
VRNIX,Vanguard Russel 1000 Index I,US Large Blend,0.0007
BSMAX,iShares Russel Small/Mid-Cap Idx Inv A,US Small Blend,0.0037
VLTCX,Vanguard Long-Term Corporate Bd Idx Adm,Int-Term Inv. Grade,0.0007
FFOLX,Fidelity Freedom Index 2045 Instl Prem,** 55 US Large Blend / 35 Intl Large Blend / 10 Long-Term Inv. Grade **,0.0008
FFIKX,Fidelity Freedom Index 2065 Instl Prm,** 55 US Large Blend / 35 Intl Large Blend / 10 Long-Term Inv. Grade **,0.0008
CYDY,CytoDyn Inc,US Small Growth,0.0
FCOR,Fidelity Corporate Bond ETF,Int-Term Inv. Grade,0.0036
ATNF,180 Life Sciences Corp Ordinary Shares,US Micro,0.0
SII,Sprott Inc,Intl Small Blend,0.0
FLS,Flowserve Corp,US Mid Value,0.0
STAB,Statera Biopharma,US Micro,0.0
STLA,Stellantis NV,Intl Large Value,0.0
TRQ,Turquoise Hill Resources Ltd,Intl Mid Blend,0.0
PSTH,Pershing Square Tontine Holdings Ltd Ordinary Shares - Class A,Non-Traditional,0.0
HRTVX,Heartland Value Investor,** 84 US Small Blend / 10 Intl Small Blend / 6 Cash **,0.0104
MNTS,Momentus Inc Ordinary Shares - Class A,US Micro,0.0
VASIX,Vanguard LifeStrategy Income Inv,** 80 Int-Term Inv. Grade / 10 US Large Blend / 10 Intl Large Blend **,0.0011
TDRRF,Tudor Gold Corp,Intl Small Growth,0.0
FLT,Fleetcor Technologies Inc,US Large Growth,0.0
AFINP-Q,American Finance Trust Inc Pfd Ser A,Preferred Stock,0.0
ARR^C,"ARMOUR Residential REIT, Inc. 7% Ser C Cumulative Redeemable Pfd",Preferred Stock,0.0
HT.PRD,Hersha Hospitality Trust 6.5% Cum. Redeem. Pfd. Series E,Preferred Stock,0.0
KNOP,KNOT Offshore Partners LP,Intl Small Value,0.0
TCOM,Trip.com Group Ltd ADR,Emerging Large Value,0.0
VITFF,Victoria Gold Corp,Intl Small Blend,0.0
USAC,USA Compression Partners LP,US Small Value,0.0
AOD,Aberdeen Total Dynamic Dividend,** 50 US Large Blend / 50 Intl Large Blend **,0.0115
FLTMX,Fidelity® Interm Muni Inc,** 96 Int-Term Inv. Grade / 4 Cash **,0.0036
WHGDF,Whitehorse Gold Corp Ordinary Shares,Intl Small Blend,0.0
GBX,Greenbrier Companies Inc,US Small Value,0.0
LRTTF,Liberty One Lithium Corp,Intl Small Value,0.0
NICSX,Nicholas,US Large Growth,0.0072
FLTRX,Nuveen Limited Term Municipal Bond I,Short-Term Inv. Grade,0.0043
NBSRX,Neuberger Berman Sustainable Eq Investor,** 85 US Large Blend / 15 Intl Large Blend **,0.0087
SQQQ,ProShares UltraPro Short QQQ,Non-Traditional,0.0095
FLVEX,"Fidelity® Large Cap Value Enhanced Index(USD,FLVEX)",US Large Value,0.004
LIACF,American Lithium Corp,Intl Small Growth,0.0
BSXGF,Belo Sun Mining Corp,Intl Small Blend,0.0
FLWS,1-800-Flowers.com Inc Class A,US Small Growth,0.0
ROAD,Construction Partners Inc Class A,US Small Growth,0.0
FMAGX,"Fidelity® Magellan®(USD,FMAGX)",US Large Growth,0.0068
GPOR,Gulfport Energy Corp Ordinary Shares ,US Small Value,0.0
FMCC,"Federal Home Loan Mortgage Corp(USD,FMCC)",US Small Value,0.0
OBNNF,Osisko Mining Inc,Intl Small Blend,0.0
TLHIX,TIAA-CREF Lifecycle Index 2030,** 45 US Large Blend / 20 Intl Large Blend / 35 Int-Term Inv. Grade **,0.001
BICPX,BlackRock 20/80 Target Allocation Instl,** 65 Int-Term Inv. Grade / 15 US Large Blend / 10 Intl Large Blend / 10 Cash **,0.0035
FZILX,Fidelity ZERO International Index,Intl Large Blend,0.0
BAC+M,Bank of America 5.375% PFD,Preferred Stock,0.0
FITB+I,Fifth Third 6.625% PFD Ser I,Preferred Stock,0.0
FIGS,FIGS Inc Class A,US Small Blend,0.0
GTBIF,Green Thumb Industries Inc,US Small Growth,0.0
ADX,Adams Diversified Equity Fund,US Large Growth,0.0056
FMCKJ,Federal Home Loan Mortgage Corp Pref Share,Preferred Stock,0.0
VYGVQ,Voyager Digital Ltd,US Small Growth,0.0
MET+F,Metlife Inc 4.75% PFD,Preferred Stock,0.0
PNC+P,PNC FINL SVC 6.125% PFD,Preferred Stock,0.0
ALL+H,The Allstate C 5.1% PFD,Preferred Stock,0.0
SCHW+D,The Charles S 5.95% PFD,Preferred Stock,0.0
GS+J,The Goldman Sa 5.5% PFD,Preferred Stock,0.0
TCNNF,Trulieve Cannabis Corp Ordinary Shares (Sub Voting),US Small Growth,0.0
USB+M,U.S. Bancorp 6.5% PFD,Preferred Stock,0.0
AEPPL,American Ele 6.125% PFD,Preferred Stock,0.0
BZUN,Baozun Inc ADR,Emerging Mid Growth,0.0
BSET,Bassett Furniture Industries Inc,US Micro,0.0
HAE,"Haemonetics Corp(USD,HAE)",US Mid Growth,0.0
FMIHX,FMI Large Cap,** .80 US Large Blend / .20 Intl Large Blend **,0.0085
BIGC,BigCommerce Holdings Inc Ordinary Shares Series 1,US Small Growth,0.0
APDRX,Artisan Global Opportunities Advisor,** 55 US Large Growth / 45 Intl Large Growth **,0.0102
GQGIX,GQG Partners Emerging Markets Equity Inv,** 95 Emerging Large Blend / 5 US Large Blend **,0.0118
LUBFX,Lord Abbett Ultra Short Bond F,Short-Term Inv. Grade,0.0039
JCRIX,ALPS/CorCmdty Mgmt CmpItCmdty Strat I,Commodities,0.0115
SMMV,iShares MSCI USA Sm-Cp Min Vol Fctr ETF,US Small Blend,0.002
NUGT,Direxion Daily Gold Miners Bull 2X ETF,** 40 Cash / 30 Intl Mid Blend / 20 Emerging Mid Blend / 10 US Mid Blend **,0.0114
FMIJX,FMI International,Intl Large Blend,0.009
NMPAX,Columbia Mid Cap Index,US Mid Blend,0.002
VISAX,Virtus KAR International Small-Mid Cap A,** 90 Intl Mid Growth / 10 Cash **,0.0146
BKSE,BNY Mellon US Small Cap Core Equity ETF,US Small Blend,0.0004
MAILX,BlackRock International Instl,** 80 Intl Large Blend / 20 US Large Blend **,0.0066
FBKWX,Fidelity Advisor Total Bond Z,Int-Term Inv. Grade,0.0036
JFNIX,Janus Henderson Global Life Sciences I,** 80 US Large Blend / 20 Intl Large Blend **,0.0076
MITEX,Matthews Asia Innovators Institutional,Emerging Large Growth,0.0095
SMMT,Summit Therapeutics Inc Ordinary Shares,US Small Value,0.0
FMILX,"Fidelity® New Millennium(USD,FMILX)",** 82 US Large Value / 18 Intl Large Value **,0.0054
ATKR,Atkore Inc,US Small Growth,0.0
FMIYX,"FMI International Institutional(USD,FMIYX)",Intl Large Blend,0.0077
TREX,Trex Co Inc,US Mid Growth,0.0
AIRRF,Aurion Resources Ltd ,Intl Small Blend,0.0
FFTWX,Fidelity Freedom 2025 Fund,** 30 US Large Blend / 20 Intl Large Blend / 10 Emerging Large Blend / 40 Int-Term Inv. Grade **,0.0063
AMKBY,A. P. Moller Maersk A/S ADR,Intl Large Value,0.0
DENN,Denny's Corp,US Small Blend,0.0
HDELY,HeidelbergCement AG ADR,Intl Large Value,0.0
FMKIX,"Fidelity® New Markets Income(USD,FNMIX)",Emerging Market Debt,0.0082
AUD,Audacy,US Micro,0.0
DTM,DT Midstream Inc Ordinary Shares,US Small Blend,0.0
DSU,BlackRock Debt Strategies Fund,High Yield,0.0148
DTF,DTF Tax-Free Income,Int-Term Inv. Grade,0.0227
FVE,Five Star Senior Living Inc,US Small Value,0.0
APGMF,Applied Graphene Materials PLC,Intl Small Blend,0.0
CJRCF,China Resources Cement Holdings Ltd,Emerging Mid Value,0.0
PCTEX,Putnam CA Tax Exempt Income A,Int-Term Inv. Grade,0.0078
ADC,Agree Realty Corp,US Real Estate,0.0
DHC,Diversified Healthcare Trust,US Micro,0.0
AIR,AAR Corp,US Small Value,0.0
AIXXF,Aixtron SE,Intl Mid Growth,0.0
fmndx,"Fidelity® Conservative Inc Muni Bd Instl(USD,FMNDX)",Short-Term Inv. Grade,0.0025
HNRG,Hallador Energy Co,US Micro,0.0
VUSTX,Vanguard Long-Term Treasury Inv,Long-Term Treasury,0.002
PDMIX,PIMCO GNMA and Government Secs Instl,Int-Term Inv. Grade,0.0051
VSORX,Victory Sycamore Small Company Opp R6,US Small Value,0.0086
BIP,Brookfield Infrastructure Partners LP,Emerging Mid Blend,0.0
TAINX,Transamerica International Equity R6,Intl Large Value,0.0077
NRGSX,Neuberger Berman Genesis Fund Class R6,** 97 US Small Growth / 3 Intl Small Growth **,0.0075
RRCTX,American Funds 2020 Trgt Date Retire R6,** 33 US Large Blend / 13 Intl Large Blend / 46 Int-Term Inv. Grade **,0.0031
ACM,AECOM,US Mid Blend ,0.0
BERY,Berry Global Group Inc,US Mid Value,0.0
AMIH,American International Holdings Corp,US Micro,0.0
FMO,Fid/Claymore MLP Opportunity,MLP,0.0474
GMOLQ,"General Moly, Inc",US Micro,0.0
LGIQ,Logiq Inc,US Micro,0.0
OB,Outbrain Inc,US Micro,0.0
TRYMF,Treasury Metals Inc.,Intl Small Value,0.0
SNDL,Sundial Growers Inc Ordinary Shares,Intl Small Blend,0.0
WLSI,Wellstar International Inc,US Micro,0.0
IYC,iShares US Consumer Discretionary ETF,US Large Growth,0.0041
STRS,Stratus Properties Inc,US Micro,0.0
SFMIX,American Beacon Stephens Mid-Cap Gr R5,** 91 US Mid Growth / 9 Intl Mid Growth **,0.0089
NPHIX,American Century High Income Y,** 95 High Yield / 5 Cash **,0.0059
FMS,"Fresenius Medical Care AG & Co. KGaA ADR(USD,FMS)",US Large Blend,0.0
XPOF,Xponential Fitness Inc Ordinary Shares - Class A,US Small Growth,0.0
IUSB,iShares Core Total USD Bond Market ETF,** 95 Int-Term Inv. Grade / 5 Cash **,0.0006
MWNIX,MFS International New Discovery I,Intl Mid Blend,0.0104
CRRRX,Columbia Small Cap Value II Inst2,** 95 US Small Value / 2 Intl Small Value / 3 Cash **,0.0088
QISGX,Federated Hermes MDT Small Cap Growth IS,US Small Growth,0.0089
HERYX,Hartford Emerging Markets Equity Y,Emerging Large Value,0.011
HFOSX,Janus Henderson International Opps N,** 80 Intl Large Blend / 15 Emerging Large Blend / 5 US Large Blend **,0.0088
LSITX,ClearBridge Large Cap Growth IS,** 95 US Large Growth / 5 Intl Large Growth **,0.0062
PEMPX,PIMCO Emerging Markets Bond I2,High Yield,0.0097
RMOYX,Victory RS Mid Cap Growth Y,** 95 US Mid Growth / 5 Intl Mid Growth **,0.0095
MTBIX,MainStay MacKay Tax Free Bond I,Long-Term Inv. Grade,0.005
FNARX,"Fidelity® Select Natural Resources Port(USD,FNARX)",US Large Growth,0.0082
BNMLX,BlackRock National Municipal K,Long-Term Inv. Grade,0.0
MACVX,MFS Conservative Allocation C,** 55 US Large Blend / 25 Intl Large Blend / 20 Int-Term Inv. Grade **,0.0158
JITZX,JPMorgan Intermediate Tax Free Bond R6,Int-Term Inv. Grade,0.003
CBTAX,Six Circles Tax Aware Bond,Int-Term Inv. Grade,0.0018
CRDOX,Six Circles Credit Opportunities,High Yield,0.0044
SABR,Sabre Corp,US Small Value,0.0
FOUR,Shift4 Payments Inc Class A,US Small Growth,0.0
XIACY,Xiaomi Corp ADR,Emerging Large Blend,0.0
BBC,Virtus LifeSci Biotech Clinical Trls ETF,** 86 US Small Growth / 14 Intl Small Growth **,0.0079
SWCRX,Schwab Target 2020,** 35 Int-Term Inv. Grade / 20 Long-Term Inv. Grade / 27 US Large Blend / 13 Intl Large Blend / 5 Cash **,0.0035
MDXBX,T. Rowe Price Maryland Tax-Free Bond,Int-Term Inv. Grade,0.0048
AEDFX,Arbitrage Event-Driven R,Non-Traditional,0.0173
AFRYX,Invesco Floating Rate ESG Y ,Bank Loans,0.0081
FNCL,MSCI Financials Index ETF,US Large Value,0.0008
AAFTX,American Funds 2035 Trgt Date Retire A,** 53 US Large Blend / 22 Intl Large Blend / 12 Int-Term Inv. Grade / 6 Long-Term Inv. Grade / 7 Cash **,0.007
PCVAX,Virtus NFJ Small-Cap Value A,US Small Value,0.0117
OPRT,Oportun Financial Corp,US Micro,0.0
TMAFX,Thrivent Moderately Agrsv Allocation S,** 55 US Large Blend / 20 Intl Large Blend / 20 High Yield / 5 Cash **,0.0091
HAIN,The Hain Celestial Group Inc,US Small Value,0.0
FNDA,Fundamental U.S. Small Company Index ETF,US Small Blend,0.0025
MMHIX,MainStay MacKay High Yield Muncpl Bd I,** 55 Int-Term Inv. Grade / 45 High Yield **,0.006
FNDB,"Schwab Fundamental US Broad Market ETF(USD,FNDB)",US Large Value,0.0025
RMNI,Rimini Street Inc,US Small Blend,0.0
VALSX,Value Line Select Growth Fund,** 95 US Large Growth / 5 Intl Large Growth **,0.0116
KBLB,Kraig Biocraft Laboratories Inc,US Micro,0.0
UMBHX,Carillon Scout Small Cap I,** 95 US Small Growth / 5 Intl Small Growth **,0.0095
LSIZX,Columbia Strategic Income Inst,** 55 High Yield / 45 Int-Term Inv. Grade **,0.0067
FNDC,Fundamental International Small Company Index ETF,Intl Small Value,0.0039
EIHIX,Eaton Vance High Income Opportunities I,High Yield,0.0065
BEAM,Beam Therapeutics Inc,US Small Value,0.0
PCOXX,Federated Hermes Prime Cash Obligations Fund Wealth,Cash/Money Market,0.002
FNDF,Fundamental International Large Company Index ETF,Intl Large Value,0.0025
REZ,iShares Residential & Multisector RE ETF,US Real Estate,0.0048
FNDX,Fundamental U.S. Large Company Index ETF,US Large Value,0.0025
PLTJX,Principal LifeTime 2030 J,** 50 Int-Term Inv. Grade / 35 US Large Blend / 15 Intl Large Blend ** ,0.0079
FNF,FNF GROUP,US Mid Value,0.0
MSGP,MedSmart Group Inc,US Micro,0.0
FNHSX,Silk Invest New Horizons Frontier Fund,** .17 Intl Small Blend / .83 Emerging Small Blend **,0.019
SSNT,SilverSun Technologies Inc,US Micro,0.0
CTLRX,Columbia Limited Duration Credit Inst2,Int-Term Inv. Grade,0.0048
TPL,Texas Pacific Land Corp,US Mid Growth,0.0
DDF,Delaware Inv Div & Income,** 60 Large US Value / ** 40 Short Term Inv. Grade **,0.0108
USNQX,USAA NASDAQ - 100 Index,US Large Growth,0.0044
UVALX,USAA Value,US Large Value,0.0096
MPIEX,Mondrian International Value Equity,Intl Large Value,0.0074
USEMX,USAA Emerging Markets,Emerging Large Blend,0.0145
HNACX,Harbor Capital Appreciation Retirement,** 85 Large US Growth / 15 Large Intl Growth **,0.0059
DUSLX,DFA US Large Cap Growth Instl,US Large Blend,0.0019
FNI,FIRST TRUST CHINDIA ETF,Intl Large Blend,0.006
SIMPQ,Simply Inc,US Micro,0.0
LMOIX,ClearBridge Small Cap Growth IS,** 93 Small US Growth / 7 Small Intl Growth **,0.0078
CBDIX,Calvert Bond I,Int-Term Inv. Grade,0.0053
